epoch,learning_rate,batch_size,num_epochs,dropout_rate,max_length,accuracy,class_name,precision,recall,f1-score,support,time
,,,,,,0.759914255091104,,,,,,
,,,,,,,macro avg,0.4853790791678991,0.5483847378156321,0.513419998227521,933.0,
,,,,,,,weighted avg,0.6984570798355224,0.759914255091104,0.7261394413037611,933.0,
1,2e-05,16,1,0.1,256,0.7631296891747053,,,,,,
,,,,,,,L,0.5,0.02247191011235955,0.043010752688172046,89.0,
,,,,,,,N,0.8208,0.8937282229965157,0.8557130942452044,574.0,
,,,,,,,R,0.6480263157894737,0.7296296296296296,0.686411149825784,270.0,
,,,,,,0.7631296891747053,,,,,,
,,,,,,,macro avg,0.6562754385964912,0.5486099209128349,0.5283783322530534,933.0,
,,,,,,,weighted avg,0.7401996840977041,0.7631296891747053,0.7291943017566519,933.0,
1,2e-05,16,1,0.3,128,0.7652733118971061,,,,,,
,,,,,,,L,0.5,0.011235955056179775,0.02197802197802198,89.0,
,,,,,,,N,0.8419301164725458,0.8815331010452961,0.8612765957446809,574.0,
,,,,,,,R,0.6272727272727273,0.7666666666666667,0.69,270.0,
,,,,,,0.7652733118971061,,,,,,
,,,,,,,macro avg,0.6564009479150911,0.5531452409227142,0.5244182059075676,933.0,
,,,,,,,weighted avg,0.7471934868369535,0.7652733118971061,0.7316493139480073,933.0,
1,2e-05,16,1,0.3,256,0.7802786709539121,,,,,,
,,,,,,,L,0.75,0.06741573033707865,0.12371134020618557,89.0,
,,,,,,,N,0.8420195439739414,0.9006968641114983,0.8703703703703703,574.0,
,,,,,,,R,0.6591639871382636,0.7592592592592593,0.7056798623063684,270.0,
,,,,,,0.7802786709539121,,,,,,
,,,,,,,macro avg,0.750394510370735,0.5757906179026121,0.5665871909609748,933.0,
,,,,,,,weighted avg,0.7803252891408077,0.7802786709539121,0.7514860286105708,933.0,
1,2e-05,16,2,0.1,128,0.7963558413719185,,,,,,
,,,,,,,L,0.7777777777777778,0.15730337078651685,0.2616822429906542,89.0,
,,,,,,,N,0.8483870967741935,0.9163763066202091,0.88107202680067,574.0,
,,,,,,,R,0.688135593220339,0.7518518518518519,0.7185840707964601,270.0,
,,,,,,0.7963558413719185,,,,,,
,,,,,,,macro avg,0.7714334892574368,0.6085105097528593,0.6204461135292615,933.0,
,,,,,,,weighted avg,0.7952765551340845,0.7963558413719185,0.7749654470790965,933.0,
2,2e-05,16,2,0.1,128,0.812433011789925,,,,,,
,,,,,,,L,0.582089552238806,0.43820224719101125,0.5,89.0,
,,,,,,,N,0.8657718120805369,0.8989547038327527,0.882051282051282,574.0,
,,,,,,,R,0.7518518518518519,0.7518518518518519,0.7518518518518519,270.0,
,,,,,,0.812433011789925,,,,,,
,,,,,,,macro avg,0.7332377387237315,0.6963362676252053,0.711301044634378,933.0,
,,,,,,,weighted avg,0.8057438266703987,0.812433011789925,0.8079286558386237,933.0,
1,2e-05,16,2,0.1,256,0.7856377277599143,,,,,,
,,,,,,,L,0.875,0.15730337078651685,0.26666666666666666,89.0,
,,,,,,,N,0.7915451895043731,0.945993031358885,0.861904761904762,574.0,
,,,,,,,R,0.7619047619047619,0.6518518518518519,0.7025948103792415,270.0,
,,,,,,0.7856377277599143,,,,,,
,,,,,,,macro avg,0.8094833171363783,0.5850494179990846,0.61038874631689,933.0,
,,,,,,,weighted avg,0.7909284292495131,0.7856377277599143,0.7590217207599806,933.0,
2,2e-05,16,2,0.1,256,0.8135048231511254,,,,,,
,,,,,,,L,0.66,0.3707865168539326,0.4748201438848921,89.0,
,,,,,,,N,0.859504132231405,0.9059233449477352,0.8821034775233249,574.0,
,,,,,,,R,0.7410071942446043,0.762962962962963,0.7518248175182481,270.0,
,,,,,,0.8135048231511254,,,,,,
,,,,,,,macro avg,0.753503775492003,0.6798909415882103,0.7029161463088217,933.0,
,,,,,,,weighted avg,0.8061814730405891,0.8135048231511254,0.8055510071104726,933.0,
1,2e-05,16,2,0.3,128,0.7952840300107181,,,,,,
,,,,,,,L,0.675,0.30337078651685395,0.4186046511627907,89.0,
,,,,,,,N,0.8384491114701131,0.9041811846689896,0.8700754400670578,574.0,
,,,,,,,R,0.7153284671532847,0.725925925925926,0.7205882352941176,270.0,
,,,,,,0.7952840300107181,,,,,,
,,,,,,,macro avg,0.7429258595411327,0.6444926323705898,0.6697561088413221,933.0,
,,,,,,,weighted avg,0.7872277343142892,0.7952840300107181,0.7837491319200336,933.0,
2,2e-05,16,2,0.3,128,0.8135048231511254,,,,,,
,,,,,,,L,0.7333333333333333,0.3707865168539326,0.4925373134328358,89.0,
,,,,,,,N,0.8707482993197279,0.89198606271777,0.8812392426850258,574.0,
