epoch,learning_rate,batch_size,num_epochs,dropout_rate,max_length,accuracy,class_name,precision,recall,f1-score,support,time
1,2e-05,8,4,0.1,256,0.7218225419664268,,,,,,
,,,,,,,L,0.7475728155339806,0.751219512195122,0.7493917274939172,205.0,
,,,,,,,N,0.7965367965367965,0.5644171779141104,0.6606822262118492,326.0,
,,,,,,,R,0.6649874055415617,0.8712871287128713,0.7542857142857143,303.0,
,,,,,,0.7218225419664268,,,,,,
,,,,,,,macro avg,0.7363656725374463,0.7289746062740345,0.7214532226638269,834.0,
,,,,,,,weighted avg,0.736708161552224,0.7218225419664268,0.7164943420981863,834.0,
2,2e-05,8,4,0.1,256,0.7685851318944844,,,,,,
,,,,,,,L,0.8219895287958116,0.7658536585365854,0.7929292929292929,205.0,
,,,,,,,N,0.6904761904761905,0.8006134969325154,0.7414772727272727,326.0,
,,,,,,,R,0.8415094339622642,0.735973597359736,0.7852112676056338,303.0,
,,,,,,0.7685851318944844,,,,,,
,,,,,,,macro avg,0.7846583844114221,0.7674802509429456,0.7732059444207332,834.0,
,,,,,,,weighted avg,0.7776744004663616,0.7685851318944844,0.7700133213958069,834.0,
3,2e-05,8,4,0.1,256,0.7697841726618705,,,,,,
,,,,,,,L,0.8018867924528302,0.8292682926829268,0.815347721822542,205.0,
,,,,,,,N,0.7711267605633803,0.6717791411042945,0.7180327868852459,326.0,
,,,,,,,R,0.7485207100591716,0.834983498349835,0.7893915756630265,303.0,
,,,,,,0.7697841726618705,,,,,,
,,,,,,,macro avg,0.7738447543584607,0.7786769773790189,0.7742573614569381,834.0,
,,,,,,,weighted avg,0.7704746901012245,0.7697841726618705,0.7678784399569645,834.0,
4,2e-05,8,4,0.1,256,0.7817745803357314,,,,,,
,,,,,,,L,0.8298969072164949,0.7853658536585366,0.8070175438596491,205.0,
,,,,,,,N,0.7523510971786834,0.7361963190184049,0.7441860465116279,326.0,
,,,,,,,R,0.7819314641744548,0.8283828382838284,0.8044871794871795,303.0,
,,,,,,0.7817745803357314,,,,,,
,,,,,,,macro avg,0.7880598228565443,0.78331500365359,0.7852302566194854,834.0,
,,,,,,,weighted avg,0.7821589416121008,0.7817745803357314,0.7815382050822951,834.0,
1,2e-05,8,4,0.3,128,0.7398081534772182,,,,,,
